date,vtec_n,vtec_mean,vtec_median,vtec_std,vtec_min,vtec_max,f107_obs,kp_mean,kp_max,ap,dst_mean,dst_min
2023-01-30,24,19.112,15.671,8.859,8.215,35.168,135.9,1.0,2.667,4.0,11.1,0.0
2023-01-31,24,23.626,20.759,12.115,8.474,44.324,137.0,1.875,3.333,8.0,-6.4,-20.0
2023-02-01,24,19.933,19.613,8.79,9.791,35.489,133.5,1.208,2.667,5.0,-2.4,-19.0
2023-02-02,24,21.101,19.203,7.952,10.149,32.562,134.9,0.917,3.333,4.0,-7.5,-23.0
2023-02-03,24,22.79,23.007,11.289,8.699,42.075,134.5,1.667,3.0,7.0,0.9,-24.0
2023-02-04,24,23.493,23.42,13.561,7.185,45.183,139.0,1.125,2.667,5.0,-5.5,-12.0
2023-02-05,24,25.478,27.864,12.963,7.964,45.769,144.0,1.125,2.0,4.0,10.5,0.0
2023-02-06,24,29.933,27.319,16.088,10.043,59.226,156.7,3.083,3.667,16.0,-2.5,-17.0
2023-02-07,24,33.868,26.933,20.564,12.795,74.33,184.7,3.292,4.0,18.0,-23.1,-30.0
2023-02-08,24,35.036,33.333,20.828,10.86,71.423,197.6,3.208,4.0,17.0,-15.8,-23.0
2023-02-09,24,35.274,35.631,17.08,11.506,61.448,214.9,3.25,4.333,18.0,-23.0,-38.0
2023-02-10,24,35.975,35.71,19.127,11.055,66.235,207.8,2.958,4.0,15.0,-27.3,-47.0
2023-02-11,24,36.6,37.699,20.24,7.554,69.284,209.5,1.916,3.333,8.0,-18.0,-32.0
2023-02-12,24,37.084,38.708,20.185,9.767,63.681,199.7,1.875,2.333,7.0,-13.5,-22.0
2023-02-13,24,42.615,45.559,27.391,4.708,81.14,189.2,0.917,2.0,4.0,1.8,-12.0
2023-02-14,24,38.807,40.77,20.05,8.365,69.299,179.7,1.5,2.333,6.0,-0.2,-10.0
2023-02-15,24,45.101,42.069,23.048,10.653,76.924,173.7,3.875,5.333,27.0,-45.2,-72.0
2023-02-16,24,36.91,36.092,16.031,11.999,58.504,163.2,3.292,5.0,23.0,-37.9,-53.0
2023-02-17,24,32.83,31.37,12.827,13.882,58.385,343.1,1.375,3.0,6.0,-23.2,-36.0
2023-02-18,24,36.194,33.574,18.737,12.437,69.156,167.4,1.5,2.333,6.0,-8.2,-17.0
2023-02-19,24,32.076,28.009,16.547,10.751,63.088,169.0,1.458,2.667,6.0,-7.5,-12.0
2023-02-20,24,36.775,38.117,19.77,7.78,65.566,159.8,1.708,3.0,7.0,4.4,-7.0
2023-02-21,24,39.466,31.36,24.062,9.704,88.088,160.9,2.667,4.0,14.0,-19.4,-50.0
2023-02-22,24,36.992,30.152,25.174,7.13,84.051,151.9,1.625,2.333,6.0,-9.1,-20.0
2023-02-23,24,40.736,34.439,28.599,7.438,89.44,148.2,3.417,4.333,20.0,-15.7,-27.0
2023-02-24,24,29.744,26.986,14.819,8.893,54.071,164.1,1.167,2.333,4.0,-2.9,-13.0
2023-02-25,24,28.984,27.217,14.678,9.297,51.73,279.3,2.042,3.333,10.0,-8.8,-35.0
2023-02-26,24,32.204,32.868,15.38,10.884,55.778,159.0,3.417,5.667,24.0,-11.0,-65.0
2023-02-27,24,38.211,30.262,22.852,10.341,75.224,161.2,6.208,6.667,91.0,-89.5,-132.0
2023-02-28,24,30.939,34.736,16.151,9.351,54.837,160.9,3.458,5.667,26.0,-67.8,-100.0
2023-03-01,24,33.638,34.189,19.303,7.141,61.975,162.0,1.75,3.0,7.0,-12.7,-29.0
2023-03-02,24,40.533,43.301,23.92,8.693,76.261,168.8,1.917,3.667,8.0,-7.4,-39.0
2023-03-03,24,47.385,45.485,23.278,13.463,85.11,190.9,3.417,4.0,20.0,-19.8,-33.0
2023-03-04,24,42.11,36.58,20.276,13.461,72.208,181.6,3.083,4.0,16.0,-9.5,-21.0
2023-03-05,24,46.247,42.825,25.775,12.025,87.664,179.8,3.542,4.333,21.0,-12.8,-25.0
2023-03-06,24,54.023,50.663,30.574,13.218,96.273,188.0,2.917,3.667,15.0,-11.0,-25.0
2023-03-07,24,50.152,50.969,24.373,13.943,83.497,180.3,1.958,3.0,9.0,-10.2,-25.0
2023-03-08,24,52.899,51.76,26.701,13.903,93.309,181.9,1.708,3.0,7.0,-2.0,-10.0
2023-03-09,24,50.274,45.296,24.54,15.881,84.205,178.8,2.833,4.0,14.0,-12.1,-36.0
2023-03-10,24,54.665,51.499,29.276,13.854,104.434,171.2,2.0,3.333,9.0,-3.7,-18.0
2023-03-11,24,46.323,40.601,24.126,13.99,83.034,157.4,1.458,2.667,6.0,-3.8,-25.0
2023-03-12,24,55.854,57.945,27.908,13.87,94.48,150.0,1.583,3.0,7.0,7.5,-2.0
2023-03-13,24,50.101,46.379,23.134,16.499,86.404,143.3,0.5,1.333,2.0,21.5,14.0
2023-03-14,24,45.834,37.799,21.972,18.011,82.594,138.5,3.292,4.333,18.0,2.0,-20.0
2023-03-15,24,52.443,60.814,26.235,16.237,88.002,135.7,3.75,5.667,30.0,-11.6,-39.0
2023-03-16,24,36.679,34.369,14.506,12.508,57.745,135.4,1.125,3.667,6.0,-14.1,-24.0
2023-03-17,24,38.094,38.432,18.101,12.395,63.454,134.2,1.375,2.333,5.0,-0.8,-8.0
2023-03-18,24,43.68,41.761,20.589,12.033,75.913,140.3,2.042,2.667,8.0,2.6,-5.0
2023-03-19,24,38.185,36.046,17.277,13.943,63.669,142.7,2.083,3.333,9.0,5.6,-5.0
2023-03-20,24,42.511,39.884,23.087,13.825,78.541,156.1,2.125,4.0,11.0,2.3,-11.0
2023-03-21,24,43.413,42.937,21.089,12.487,70.838,151.6,1.708,2.333,6.0,13.3,3.0
2023-03-22,24,41.728,40.205,18.331,14.157,72.574,158.9,2.833,3.667,15.0,3.1,-4.0
2023-03-23,24,54.892,63.056,33.772,13.583,110.239,151.0,4.334,7.0,55.0,-26.0,-125.0
2023-03-24,24,39.88,41.622,19.475,11.454,73.519,157.5,5.083,8.0,73.0,-102.2,-163.0
2023-03-25,24,32.164,29.368,22.05,4.2,64.812,160.3,2.792,3.667,14.0,-35.9,-56.0
2023-03-26,24,40.537,40.881,25.538,8.872,78.526,159.4,1.709,2.667,7.0,-18.4,-33.0
2023-03-27,24,44.295,37.089,23.729,13.329,80.491,158.2,0.542,1.0,3.0,-10.0,-19.0
2023-03-28,24,44.587,40.956,21.791,14.156,77.581,158.7,0.875,1.667,4.0,-7.9,-15.0
2023-03-29,24,48.989,49.693,24.835,16.236,83.854,147.8,1.25,2.0,5.0,0.1,-9.0
2023-03-30,24,49.253,44.962,22.234,18.288,85.547,140.3,3.083,5.0,18.0,-2.5,-23.0
2023-03-31,24,54.138,54.603,27.39,17.024,91.326,129.3,3.333,4.333,19.0,-17.1,-25.0
2023-04-01,24,40.595,37.614,16.174,13.019,63.89,125.3,2.667,3.667,14.0,-21.7,-38.0
2023-04-02,24,40.461,39.109,18.817,15.287,67.306,126.9,2.708,3.667,14.0,-31.2,-44.0
2023-04-03,24,41.462,35.185,19.975,15.711,71.487,133.6,2.5,3.667,12.0,-25.1,-35.0
2023-04-04,24,37.782,34.505,15.605,16.306,60.056,135.7,2.625,3.667,13.0,-17.1,-33.0
2023-04-05,24,40.597,35.958,19.73,14.547,74.95,136.6,2.458,3.333,11.0,-21.1,-29.0
2023-04-06,24,40.589,34.886,18.662,15.912,69.803,137.1,1.75,3.0,7.0,-10.5,-19.0
2023-04-07,24,40.428,34.588,20.911,15.434,76.578,136.3,1.875,3.0,8.0,-16.1,-31.0
2023-04-08,24,39.8,31.15,21.084,13.633,74.724,135.9,1.25,2.0,5.0,-9.0,-21.0
2023-04-09,24,38.837,33.14,18.985,13.53,67.718,140.3,1.417,3.0,6.0,-9.8,-22.0
2023-04-10,24,41.863,36.112,20.819,16.006,74.724,139.8,2.542,3.333,12.0,-15.0,-41.0
2023-04-11,24,42.522,41.274,19.575,16.045,71.454,143.4,1.083,2.333,4.0,-0.7,-9.0
2023-04-12,24,42.486,39.795,18.77,16.941,71.105,154.0,0.625,1.333,3.0,5.0,-2.0
2023-04-13,24,42.577,35.776,19.137,18.474,72.236,159.5,1.375,2.333,5.0,3.0,-6.0
2023-04-14,24,37.091,34.858,13.112,18.239,56.32,171.3,1.458,2.333,5.0,0.9,-5.0
2023-04-15,24,44.674,41.021,18.009,20.751,73.325,175.8,1.833,2.333,7.0,-9.5,-21.0
2023-04-16,24,44.228,42.437,16.04,21.214,66.295,177.8,0.917,1.667,4.0,-1.8,-12.0
2023-04-17,24,51.271,50.138,22.753,20.792,83.001,166.6,1.166,1.667,4.0,1.6,-7.0
2023-04-18,24,47.313,41.949,17.561,22.393,74.61,153.2,2.083,4.667,13.0,8.2,-3.0
2023-04-19,24,36.984,29.368,14.917,20.178,62.853,147.0,1.958,3.667,10.0,-11.5,-36.0
2023-04-20,24,40.179,40.257,15.936,18.312,60.196,147.0,1.083,2.333,4.0,-3.9,-9.0
2023-04-21,24,44.554,40.393,18.222,19.815,72.995,151.2,2.042,3.333,9.0,-8.3,-29.0
2023-04-22,24,36.435,32.674,13.197,19.761,63.695,141.2,1.5,2.333,6.0,-13.0,-29.0
2023-04-23,24,45.795,48.292,23.07,16.066,82.313,135.2,4.292,8.333,65.0,-50.9,-165.0
2023-04-24,24,32.866,28.502,18.799,9.326,65.597,133.9,4.917,8.0,72.0,-130.0,-213.0
2023-04-25,24,20.502,21.149,7.865,7.133,32.1,130.7,1.75,3.333,8.0,-48.8,-63.0
2023-04-26,24,31.595,28.588,17.114,10.319,62.793,136.5,2.875,3.333,14.0,-35.5,-45.0
2023-04-27,24,40.35,36.228,22.311,13.34,78.041,140.8,3.5,4.333,21.0,-37.1,-51.0
2023-04-28,24,36.091,30.553,18.307,14.159,65.816,149.8,3.292,4.0,18.0,-37.8,-52.0
2023-04-29,24,29.819,27.682,11.919,13.706,49.463,155.8,3.416,4.0,20.0,-36.5,-43.0
2023-04-30,24,29.943,25.327,11.37,15.179,50.178,153.5,1.958,3.0,9.0,-28.1,-47.0
2023-05-01,24,38.151,41.928,18.15,12.806,63.912,147.9,2.125,3.333,9.0,-18.3,-30.0
2023-05-02,24,36.219,34.901,12.186,15.188,56.31,156.8,1.834,3.333,8.0,-25.0,-35.0
2023-05-03,24,35.87,31.465,14.357,17.433,56.363,156.2,0.667,2.0,3.0,-4.6,-12.0
2023-05-04,24,38.678,34.199,17.289,17.385,69.693,162.0,1.375,2.333,5.0,-5.4,-13.0
2023-05-05,24,40.171,36.0,16.624,20.404,67.47,161.9,0.708,1.667,3.0,-4.2,-9.0
2023-05-06,24,44.843,33.857,22.832,17.26,87.652,151.8,3.792,6.0,29.0,-38.3,-67.0
2023-05-07,24,40.809,35.884,19.831,17.398,75.8,157.2,2.125,4.0,10.0,-3.8,-29.0
2023-05-08,24,41.186,38.562,14.97,22.754,63.123,171.9,2.667,4.333,15.0,-16.1,-29.0
2023-05-09,24,33.748,31.061,11.624,17.03,52.257,194.7,2.375,4.333,12.0,-12.2,-29.0
2023-05-10,24,38.559,34.45,15.662,19.854,67.251,170.1,3.542,5.333,24.0,2.0,-19.0
2023-05-11,24,40.856,39.083,15.181,20.353,63.866,163.4,2.042,2.667,8.0,-5.8,-12.0
2023-05-12,24,46.092,42.964,18.695,20.738,78.439,149.1,3.042,5.333,18.0,5.1,-16.0
2023-05-13,24,39.424,39.685,10.958,20.929,56.198,143.8,2.292,4.0,11.0,-0.5,-22.0
2023-05-14,24,34.005,35.584,6.934,20.965,42.617,139.7,1.792,3.333,8.0,-5.5,-24.0
2023-05-15,24,35.418,33.773,13.871,17.323,54.576,134.5,1.083,2.667,5.0,1.7,-6.0
2023-05-16,24,38.09,34.172,13.986,18.922,62.024,134.3,1.708,2.667,7.0,-0.1,-5.0
2023-05-17,24,34.455,34.1,10.366,20.101,50.723,137.9,0.625,1.0,3.0,5.6,3.0
2023-05-18,24,37.857,34.367,13.835,18.662,60.16,150.6,0.292,0.667,2.0,8.0,4.0
2023-05-19,24,39.092,37.922,13.406,21.606,62.23,164.6,1.417,4.0,8.0,16.8,-10.0
2023-05-20,24,29.062,30.296,8.273,16.937,45.166,169.6,4.042,5.667,32.0,-43.3,-57.0
2023-05-21,24,31.422,27.844,12.831,16.367,59.431,163.4,3.208,5.667,26.0,-20.7,-38.0
2023-05-22,24,27.986,27.064,4.541,20.063,36.912,161.5,3.375,4.667,20.0,-22.0,-40.0
2023-05-23,24,32.181,34.429,12.177,13.927,49.319,154.9,2.375,3.667,12.0,-11.6,-27.0
2023-05-24,24,33.104,32.344,9.847,17.06,54.635,164.1,2.292,3.0,10.0,-11.1,-18.0
2023-05-25,24,34.828,29.549,11.76,20.096,55.971,152.1,2.417,3.0,11.0,-14.2,-20.0
2023-05-26,24,31.439,28.904,9.598,18.974,49.168,149.0,1.333,1.667,5.0,-10.7,-14.0
2023-05-27,24,35.539,35.336,11.316,19.533,51.868,156.9,0.833,2.0,4.0,-8.4,-14.0
2023-05-28,24,35.569,33.507,9.392,21.876,52.212,151.3,2.167,3.0,9.0,-19.4,-32.0
2023-05-29,24,34.151,32.692,8.957,20.862,50.701,154.4,0.75,1.333,3.0,-1.4,-12.0
2023-05-30,24,39.182,38.932,10.94,22.577,55.313,162.0,0.958,2.0,4.0,6.6,-3.0
2023-05-31,24,38.611,39.554,11.924,23.283,59.32,161.4,2.25,3.0,9.0,-2.4,-17.0
2023-06-01,24,37.379,39.002,8.807,21.537,50.302,163.9,2.667,3.667,12.0,-27.3,-45.0
2023-06-02,24,31.651,30.581,7.009,21.358,42.14,162.3,1.167,2.0,4.0,-15.2,-25.0
2023-06-03,24,35.965,36.99,10.167,18.495,52.614,164.6,0.75,1.667,3.0,-3.9,-10.0
2023-06-04,24,42.464,45.26,11.097,23.745,54.53,168.3,2.0,4.0,9.0,2.3,-16.0
2023-06-05,24,42.382,42.131,7.933,27.457,53.868,169.2,0.958,1.667,4.0,-3.8,-16.0
2023-06-06,24,41.034,42.865,9.354,25.279,55.875,171.8,1.333,2.667,5.0,-4.8,-10.0
2023-06-07,24,41.889,40.93,12.446,23.369,63.686,167.2,0.75,2.0,3.0,-1.9,-6.0
2023-06-08,24,43.312,42.185,12.027,27.138,64.347,168.5,1.167,1.667,4.0,-1.8,-9.0
2023-06-09,24,42.024,40.276,11.195,25.105,62.83,164.3,0.708,1.667,3.0,1.5,-6.0
2023-06-10,24,41.74,39.947,11.363,26.015,61.349,161.2,0.917,1.333,4.0,5.7,-2.0
2023-06-11,24,44.802,45.133,13.545,25.27,65.255,153.8,2.083,3.0,8.0,11.8,0.0
2023-06-12,24,41.743,40.568,7.725,28.505,52.514,146.1,1.5,2.333,6.0,0.4,-5.0
2023-06-13,24,35.957,33.878,7.972,24.529,49.109,146.3,1.292,2.333,5.0,0.0,-7.0
2023-06-14,24,34.946,35.465,10.291,18.724,49.854,143.5,0.75,2.667,4.0,-2.3,-11.0
2023-06-15,24,42.253,41.509,11.338,23.92,57.201,153.1,3.208,5.333,26.0,-6.8,-41.0
2023-06-16,24,34.55,34.181,9.404,21.009,47.127,157.2,4.0,6.0,32.0,-54.4,-72.0
2023-06-17,24,33.261,31.733,10.237,18.089,50.095,158.1,2.0,2.333,7.0,-33.1,-38.0
2023-06-18,24,37.369,34.698,12.075,20.866,59.326,164.1,2.125,3.0,9.0,-34.5,-50.0
2023-06-19,24,31.953,29.22,6.006,25.949,43.182,168.8,2.375,3.333,11.0,-25.2,-37.0
2023-06-20,24,33.168,30.962,9.216,20.635,50.214,180.1,2.0,2.667,8.0,-21.9,-33.0
2023-06-21,24,34.581,34.687,10.858,18.761,48.201,176.4,1.458,2.667,6.0,-15.8,-24.0
2023-06-22,24,36.314,36.038,10.074,20.421,50.839,173.2,2.125,2.667,9.0,-24.5,-39.0
2023-06-23,24,32.935,31.369,6.196,23.417,45.814,169.7,2.125,2.667,8.0,-22.6,-34.0
2023-06-24,24,37.182,37.849,11.483,20.158,53.047,160.8,2.917,4.333,16.0,-25.6,-35.0
2023-06-25,24,35.234,36.203,5.585,27.71,44.038,154.8,2.708,5.0,16.0,-36.5,-57.0
2023-06-26,24,37.446,32.517,13.028,22.189,57.765,157.7,2.417,3.0,10.0,-28.2,-37.0
2023-06-27,24,37.907,32.43,12.185,22.209,58.317,151.2,2.0,2.333,7.0,-23.0,-29.0
2023-06-28,24,34.567,33.535,8.78,21.069,50.781,154.9,1.916,2.333,7.0,-16.9,-27.0
2023-06-29,24,38.384,42.528,9.912,22.525,54.071,162.2,3.042,3.667,16.0,-29.5,-44.0
2023-06-30,24,35.591,35.437,6.839,24.969,44.799,158.6,1.542,3.0,6.0,-23.2,-32.0
2023-07-01,24,32.138,30.411,8.322,19.551,47.238,165.5,1.125,2.0,4.0,-6.5,-11.0
2023-07-02,24,38.357,38.637,11.636,21.406,56.879,170.2,1.0,1.667,4.0,-3.1,-9.0
2023-07-03,24,36.722,38.674,8.028,22.599,45.661,173.2,0.958,1.333,4.0,3.8,-4.0
2023-07-04,24,35.034,34.055,8.243,21.916,47.794,167.2,0.792,1.0,3.0,3.5,-2.0
2023-07-05,24,37.423,37.176,10.449,20.012,51.297,154.6,1.333,2.667,6.0,16.4,3.0
2023-07-06,24,39.536,40.095,9.567,23.835,57.979,157.6,2.333,3.333,10.0,6.0,-7.0
2023-07-07,24,35.429,35.876,6.858,22.408,47.388,161.4,3.208,4.0,18.0,-19.2,-35.0
2023-07-08,24,38.365,33.584,15.506,19.261,67.763,160.5,1.292,3.333,6.0,-10.3,-31.0
2023-07-09,24,35.569,36.019,13.135,17.307,57.713,179.2,0.708,1.333,3.0,-1.1,-6.0
2023-07-10,24,33.879,31.324,9.272,20.792,51.846,190.6,0.958,1.333,4.0,0.6,-4.0
2023-07-11,24,34.751,33.416,10.282,20.226,50.451,213.5,1.708,2.667,6.0,0.0,-7.0
2023-07-12,24,33.716,33.427,8.484,21.148,47.625,193.3,1.542,2.333,6.0,-1.0,-9.0
2023-07-13,24,37.93,36.5,12.227,19.904,57.777,202.9,1.625,3.0,7.0,13.2,4.0
2023-07-14,24,36.367,38.073,9.681,21.262,50.072,180.6,3.333,4.667,20.0,-19.5,-43.0
2023-07-15,24,35.007,34.029,10.333,19.459,53.265,178.5,1.584,2.667,7.0,-17.8,-26.0
2023-07-16,24,36.921,37.789,11.842,19.22,53.71,184.3,1.333,4.0,8.0,-16.3,-53.0
2023-07-17,24,35.33,33.87,6.976,23.747,49.788,180.0,3.292,4.667,21.0,-36.2,-48.0
2023-07-18,24,29.001,27.275,7.241,18.895,42.254,218.5,2.583,4.333,14.0,-17.0,-34.0
2023-07-19,24,36.13,40.541,10.678,18.022,47.313,188.9,0.958,1.333,4.0,-6.8,-15.0
2023-07-20,24,38.925,36.746,7.803,24.581,52.238,184.3,1.792,4.333,10.0,3.2,-2.0
2023-07-21,24,39.163,36.933,11.955,23.656,57.796,172.8,2.292,4.333,11.0,2.0,-22.0
2023-07-22,24,35.832,35.827,8.939,20.905,49.624,174.4,1.833,3.0,8.0,-14.5,-34.0
2023-07-23,24,40.088,37.297,16.157,19.674,66.671,172.5,1.458,2.333,6.0,-6.2,-11.0
2023-07-24,24,32.437,30.177,6.022,25.262,45.008,165.1,1.5,2.333,6.0,-5.7,-16.0
2023-07-25,24,42.007,43.729,17.992,18.434,65.827,169.0,1.792,4.333,9.0,-9.1,-25.0
2023-07-26,24,32.62,32.937,6.247,20.054,43.304,167.4,3.292,4.667,19.0,-31.6,-52.0
2023-07-27,24,31.009,32.119,11.873,13.741,47.222,165.3,1.583,2.0,6.0,-7.5,-24.0
2023-07-28,24,39.031,39.235,14.852,16.906,59.557,168.2,1.25,2.333,5.0,0.5,-13.0
2023-07-29,24,34.5,33.284,7.023,22.571,44.701,178.6,1.958,3.0,8.0,-6.4,-18.0
2023-07-30,24,39.145,36.518,16.451,17.347,66.909,174.4,1.917,2.667,8.0,-13.8,-20.0
2023-07-31,24,35.871,33.17,12.214,17.321,57.156,177.1,1.417,2.333,5.0,-17.8,-30.0
2023-08-01,24,34.767,35.999,11.579,18.415,53.533,174.7,1.958,3.0,8.0,7.2,-12.0
2023-08-02,24,32.387,29.309,10.011,19.484,53.023,172.9,2.333,4.0,12.0,-15.9,-45.0
2023-08-03,24,39.044,45.438,16.935,15.562,62.135,162.9,1.25,2.0,5.0,-7.8,-20.0
2023-08-04,24,38.505,36.713,14.474,16.127,63.211,170.8,2.25,4.0,13.0,1.3,-22.0
2023-08-05,24,24.446,23.51,5.304,14.599,34.696,175.8,3.458,6.333,33.0,-60.5,-93.0
2023-08-06,24,31.151,29.368,13.273,13.475,54.609,173.5,0.333,1.0,2.0,-26.3,-38.0
2023-08-07,24,27.091,26.095,6.929,16.065,41.631,169.7,2.042,4.0,10.0,-22.3,-40.0
2023-08-08,24,31.438,29.854,11.925,15.251,49.427,158.9,1.5,4.0,7.0,-18.7,-31.0
2023-08-09,24,28.379,25.712,10.761,15.091,50.849,153.4,1.583,2.333,6.0,-4.5,-14.0
2023-08-10,24,33.433,31.385,12.978,14.509,54.977,155.7,1.625,2.667,6.0,-7.0,-17.0
2023-08-11,24,33.845,37.203,10.763,16.09,47.815,152.8,0.833,1.333,4.0,3.6,-3.0
2023-08-12,24,37.46,33.957,10.639,21.358,55.972,148.3,1.667,2.333,6.0,0.8,-4.0
2023-08-13,24,33.666,33.646,8.258,20.854,45.803,150.4,1.0,2.0,4.0,4.7,-1.0
2023-08-14,24,34.881,32.037,12.235,17.777,56.124,154.0,0.958,1.333,4.0,6.9,-1.0
2023-08-15,24,34.828,33.246,9.386,20.414,48.722,158.1,0.625,1.0,3.0,10.5,-1.0
2023-08-16,24,30.921,29.684,5.336,21.591,39.854,160.1,1.583,3.0,7.0,0.8,-21.0
2023-08-17,24,29.599,27.716,12.328,13.295,51.239,151.9,1.5,2.333,6.0,7.5,-7.0
2023-08-18,24,35.407,37.318,13.696,14.437,56.465,150.6,2.375,3.0,10.0,3.8,-9.0
2023-08-19,24,39.645,40.767,14.663,15.98,60.137,150.6,1.708,3.0,7.0,5.5,-3.0
2023-08-20,24,36.459,32.911,13.37,21.495,62.066,146.3,1.958,3.333,8.0,1.5,-9.0
2023-08-21,24,36.346,34.254,14.33,16.72,57.952,148.7,2.0,2.667,8.0,5.0,-3.0
2023-08-22,24,37.137,34.263,16.692,14.279,64.702,150.9,1.542,3.333,7.0,-4.0,-11.0
2023-08-23,24,38.036,38.158,13.313,18.107,57.121,147.0,0.667,1.667,3.0,9.8,3.0
2023-08-24,24,39.008,34.083,12.036,20.355,56.986,144.1,1.542,3.0,7.0,8.4,-9.0
2023-08-25,24,35.247,31.911,12.37,18.125,55.632,138.9,0.875,2.0,4.0,-0.2,-7.0
2023-08-26,24,32.996,30.331,10.904,16.142,49.611,139.3,1.625,2.0,6.0,0.5,-9.0
2023-08-27,24,29.112,28.493,8.277,16.395,39.611,141.5,2.166,3.333,10.0,-2.4,-15.0
2023-08-28,24,29.488,26.641,10.629,14.989,44.437,141.7,1.542,2.0,6.0,-4.1,-13.0
2023-08-29,24,37.681,31.206,18.937,14.59,69.327,142.2,0.958,2.0,4.0,5.9,-8.0
2023-08-30,24,34.657,30.854,16.365,13.349,59.716,138.6,1.25,2.0,5.0,-0.3,-13.0
2023-08-31,24,29.252,29.915,9.129,14.369,42.338,139.9,1.417,2.0,5.0,13.9,-4.0
2023-09-01,24,29.024,24.695,11.32,15.448,50.7,135.8,2.625,3.333,12.0,-6.7,-19.0
2023-09-02,24,32.869,30.482,15.815,12.555,62.773,131.2,4.5,5.333,37.0,-37.2,-62.0
2023-09-03,24,31.734,27.119,15.383,12.215,54.87,130.5,3.416,5.333,23.0,-26.6,-41.0
2023-09-04,24,25.763,26.601,12.285,8.465,44.321,136.0,1.542,2.667,6.0,-17.5,-34.0
2023-09-05,24,28.552,27.431,13.042,11.584,48.452,142.9,1.708,4.0,9.0,-2.9,-13.0
2023-09-06,24,28.218,27.63,8.539,15.025,39.71,147.1,1.458,3.333,6.0,-4.8,-13.0
2023-09-07,24,30.498,28.213,10.07,16.995,44.164,160.8,1.334,2.0,5.0,-2.2,-10.0
2023-09-08,24,39.396,37.393,18.049,15.598,66.018,160.9,1.25,2.667,5.0,3.4,-10.0
2023-09-09,24,36.512,33.928,14.776,15.722,56.237,161.4,1.75,2.667,8.0,-2.7,-9.0
2023-09-10,24,43.387,43.392,21.872,12.546,76.241,163.9,0.542,1.333,2.0,2.9,-3.0
2023-09-11,24,41.495,35.333,16.925,17.459,67.734,176.4,1.375,2.0,5.0,12.2,2.0
2023-09-12,24,43.15,33.186,19.9,20.308,78.57,153.5,2.875,5.333,23.0,-10.5,-82.0
2023-09-13,24,22.689,23.156,3.634,15.297,28.64,142.6,2.917,4.667,16.0,-39.9,-67.0
2023-09-14,24,26.958,28.79,10.616,11.263,39.979,145.2,2.916,4.333,17.0,-16.3,-37.0
2023-09-15,24,35.15,27.838,20.163,10.091,69.481,139.1,1.583,3.0,6.0,-14.5,-27.0
2023-09-16,24,35.69,30.171,18.694,10.604,67.14,140.4,1.292,3.0,6.0,-6.3,-23.0
2023-09-17,24,35.03,30.209,15.836,11.927,59.766,144.6,2.917,3.333,14.0,-2.3,-14.0
2023-09-18,24,40.031,39.718,20.404,10.809,71.093,154.5,4.0,5.0,30.0,-22.8,-73.0
2023-09-19,24,31.196,28.194,14.286,9.37,56.319,166.1,4.667,6.333,47.0,-59.6,-85.0
2023-09-20,24,32.116,29.671,19.987,6.315,62.821,155.5,2.917,3.667,15.0,-23.7,-42.0
2023-09-21,24,32.197,29.929,15.586,9.437,56.996,168.1,2.167,2.667,8.0,-15.0,-29.0
2023-09-22,24,37.586,34.147,20.007,10.936,67.808,175.7,2.042,3.333,8.0,-15.1,-22.0
2023-09-23,24,39.599,35.972,21.382,12.317,75.148,173.0,2.083,2.667,8.0,-17.5,-27.0
2023-09-24,24,36.599,37.493,16.633,13.78,58.725,173.7,2.542,5.667,21.0,-18.0,-45.0
2023-09-25,24,38.487,37.251,17.934,14.126,65.514,170.2,3.458,5.333,23.0,-24.4,-69.0
2023-09-26,24,33.829,34.297,13.621,13.733,57.727,164.9,3.917,5.0,28.0,-39.3,-58.0
2023-09-27,24,38.243,41.206,17.561,10.839,59.779,156.0,2.708,3.667,14.0,-9.0,-18.0
2023-09-28,24,34.603,35.123,12.319,13.992,50.605,147.8,1.083,3.0,5.0,-14.2,-26.0
2023-09-29,24,37.615,42.092,15.564,12.868,61.189,155.0,2.208,4.0,11.0,-21.1,-47.0
2023-09-30,24,42.702,38.188,20.631,13.922,73.597,159.1,2.125,2.333,8.0,-19.9,-33.0
2023-10-01,24,37.172,36.213,12.958,14.348,57.992,161.1,1.834,3.667,8.0,-25.0,-45.0
2023-10-02,24,43.157,44.52,20.03,15.187,68.419,157.4,1.833,3.0,8.0,-19.8,-28.0
2023-10-03,24,43.764,38.956,20.711,15.394,74.678,153.7,1.667,2.333,6.0,-19.0,-38.0
2023-10-04,24,42.339,42.619,17.18,18.154,65.845,155.0,2.292,3.333,10.0,-21.7,-33.0
2023-10-05,24,42.936,39.16,19.529,17.368,70.77,156.1,2.417,5.0,15.0,-27.2,-48.0
2023-10-06,24,40.212,41.251,18.233,14.675,66.142,155.3,1.75,3.0,7.0,-8.0,-17.0
2023-10-07,24,43.148,45.191,19.739,14.836,69.567,157.2,0.958,1.667,4.0,-6.0,-18.0
2023-10-08,24,45.249,45.876,14.414,19.574,66.388,157.1,1.583,2.333,6.0,-13.3,-31.0
2023-10-09,24,41.918,39.234,16.125,16.867,64.763,165.5,1.875,3.0,7.0,-9.5,-28.0
2023-10-10,24,51.851,56.432,26.107,16.298,84.762,164.4,0.708,2.0,3.0,-6.6,-13.0
